population,draw,tf,score,rank
Treg,297,HSF1,1.82512222,274
Treg,297,EPAS1,3.5355188,95
Treg,298,HIF1A,4.19655267,49
Treg,298,NFKB1,5.89644408,11
Treg,298,STAT3,6.26151286,6
Treg,298,CREB1,5.65266113,16
Treg,298,ATF3,3.03280029,132
Treg,298,REL,2.03268202,239
Treg,298,HSF1,3.62010873,95
Treg,298,EPAS1,1.20383941,352
Treg,299,HIF1A,5.35528851,19
Treg,299,NFKB1,5.231466,23
Treg,299,STAT3,5.54701894,17
Treg,299,CREB1,5.73177717,9
Treg,299,ATF3,3.5095584,91
Treg,299,REL,4.81270363,30
Treg,299,HSF1,-0.0791958478,500
Treg,299,EPAS1,1.23684879,351
Treg,300,HIF1A,4.95776909,28
Treg,300,NFKB1,5.65094382,11
Treg,300,STAT3,4.82109343,35
Treg,300,CREB1,4.46464981,46
Treg,300,ATF3,1.04517653,380
Treg,300,REL,5.14854084,22
Treg,300,HSF1,2.20096104,226
Treg,300,EPAS1,2.30135958,217
Treg,301,HIF1A,5.80099018,10
Treg,301,NFKB1,4.28874243,52
Treg,301,STAT3,4.75166654,27
Treg,301,CREB1,4.88012924,22
Treg,301,ATF3,-0.848768809,546
Treg,301,REL,4.71968036,29
Treg,301,HSF1,3.35798199,111
Treg,301,EPAS1,1.96112577,258
Treg,302,HIF1A,5.75967944,10
Treg,302,NFKB1,3.46131667,93
Treg,302,STAT3,3.7013692,81
Treg,302,CREB1,5.18674425,24
Treg,302,ATF3,1.33929949,342
Treg,302,REL,5.8348947,8
Treg,302,HSF1,1.8312102,288
Treg,302,EPAS1,2.54616514,197
Treg,303,HIF1A,4.33688709,49
Treg,303,NFKB1,4.51409591,38
Treg,303,STAT3,3.33797411,111
Treg,303,CREB1,5.77836471,10
Treg,303,ATF3,2.8619609,156
Treg,303,REL,2.57734475,190
Treg,303,HSF1,3.91034887,77
Treg,303,EPAS1,4.77664971,30
Treg,304,HIF1A,5.38255892,15
Treg,304,NFKB1,3.47723473,92
Treg,304,STAT3,3.41916381,101
Treg,304,CREB1,5.76709168,10
Treg,304,ATF3,3.38830819,102
Treg,304,REL,3.15857066,125
Treg,304,HSF1,3.35803712,109
Treg,304,EPAS1,4.31274736,41
Treg,305,HIF1A,4.90472212,32
Treg,305,NFKB1,3.96628775,68
Treg,305,STAT3,2.16057663,219
Treg,305,CREB1,5.03452269,27
Treg,305,ATF3,2.00352232,240
Treg,305,REL,5.6184674,13
Treg,305,HSF1,4.68153534,37
Treg,305,EPAS1,3.81879568,76
Treg,306,HIF1A,5.53363896,18
Treg,306,NFKB1,4.89159306,29
Treg,306,STAT3,3.5492563,91
Treg,306,CREB1,5.51536328,19
Treg,306,ATF3,0.87633192,373
Treg,306,REL,6.99022056,5
Treg,306,HSF1,4.1787222,57
Treg,306,EPAS1,2.52158504,177
Treg,307,HIF1A,5.56276345,17
Treg,307,NFKB1,4.39058171,49
Treg,307,STAT3,1.7742709,249
Treg,307,CREB1,5.91112223,13
Treg,307,ATF3,1.70044974,262
Treg,307,REL,5.305487,21
Treg,307,HSF1,3.73356251,82
Treg,307,EPAS1,3.0058764,134
Treg,308,HIF1A,6.88133069,7
Treg,308,NFKB1,5.51502798,13
Treg,308,STAT3,3.28749712,98
Treg,308,CREB1,7.05432197,6
Treg,308,ATF3,0.848271726,413
Treg,308,REL,2.25891269,234
Treg,308,HSF1,3.78836395,55
Treg,308,EPAS1,3.20812361,111
Treg,309,HIF1A,6.61393941,7
Treg,309,NFKB1,5.90183532,11
Treg,309,STAT3,4.19207396,50
Treg,309,CREB1,5.84846625,14
Treg,309,ATF3,0.501739335,436
Treg,309,REL,3.11830767,119
Treg,309,HSF1,3.35800734,99
Treg,309,EPAS1,3.29754007,105
Treg,310,HIF1A,6.40457748,7
Treg,310,NFKB1,6.37438038,8
Treg,310,STAT3,5.37030524,16
Treg,310,CREB1,5.40859105,12
Treg,310,ATF3,1.86317545,263
Treg,310,REL,3.08459846,116
Treg,310,HSF1,3.22413305,107
Treg,310,EPAS1,4.96730408,26
Treg,311,HIF1A,6.38379994,9
Treg,311,NFKB1,4.80666063,31
Treg,311,STAT3,6.89958506,6
Treg,311,CREB1,6.41734996,8
Treg,311,ATF3,4.17114275,56
Treg,311,REL,1.52328435,305
Treg,311,HSF1,4.40092467,47
Treg,311,EPAS1,2.79404631,161
Treg,312,HIF1A,5.80922733,14
Treg,312,NFKB1,4.14375555,55
Treg,312,STAT3,7.60944625,2
Treg,312,CREB1,5.81548985,12
Treg,312,ATF3,2.01909133,254
Treg,312,REL,2.13159022,234
Treg,312,HSF1,2.51696812,191
Treg,312,EPAS1,0.549511549,436
Treg,313,HIF1A,3.37099347,104
Treg,313,NFKB1,5.38117172,16
Treg,313,STAT3,5.05050153,26
Treg,313,CREB1,5.3496615,18
Treg,313,ATF3,1.34595471,324
Treg,313,REL,4.54053579,42
Treg,313,HSF1,0.652984509,409
Treg,313,EPAS1,3.37081393,105
Treg,314,HIF1A,4.16892228,52
Treg,314,NFKB1,5.703504,11
Treg,314,STAT3,5.52863719,13
Treg,314,CREB1,4.74363565,27
Treg,314,ATF3,0.603295247,425
Treg,314,REL,5.41936545,15
Treg,314,HSF1,3.28252098,119
Treg,314,EPAS1,3.17385787,132
Treg,315,HIF1A,3.54781706,98
Treg,315,NFKB1,5.48797036,17
Treg,315,STAT3,6.12779005,10
Treg,315,CREB1,5.29934995,19
Treg,315,ATF3,0.674376175,427
Treg,315,REL,5.00979167,30
Treg,315,HSF1,3.4952365,102
Treg,315,EPAS1,3.00966798,137
Treg,316,HIF1A,5.87024547,14
Treg,316,NFKB1,6.67080589,4
Treg,316,STAT3,5.8302735,15
Treg,316,CREB1,6.56460617,6
Treg,316,ATF3,2.95672006,139
Treg,316,REL,3.95497529,60
Treg,316,HSF1,4.24422831,45
Treg,316,EPAS1,5.45534445,18
Treg,317,HIF1A,6.55087133,7
Treg,317,NFKB1,5.82019565,11
Treg,317,STAT3,4.45282279,37
Treg,317,CREB1,4.6575483,27
Treg,317,ATF3,1.87813271,254
Treg,317,REL,3.91170043,68
Treg,317,HSF1,4.79332342,24
Treg,317,EPAS1,1.16297869,345
Treg,318,HIF1A,6.43406819,8
Treg,318,NFKB1,5.02233303,28
Treg,318,STAT3,4.59622853,41
Treg,318,CREB1,3.73271338,77
Treg,318,ATF3,0.404158241,454
Treg,318,REL,2.8061576,161
Treg,318,HSF1,2.88567075,150
Treg,318,EPAS1,-0.268238189,515
Treg,319,HIF1A,5.54620683,12
Treg,319,NFKB1,5.61927289,11
Treg,319,STAT3,5.9767675,9
Treg,319,CREB1,3.45901207,87
Treg,319,ATF3,-0.171353282,501
Treg,319,REL,1.12559909,368
Treg,319,HSF1,2.39656227,211
Treg,319,EPAS1,2.22790319,227
Treg,320,HIF1A,5.11691272,20
Treg,320,NFKB1,6.90304588,5
Treg,320,STAT3,4.74859434,31
Treg,320,CREB1,2.95450388,133
Treg,320,ATF3,2.97155198,131
Treg,320,REL,3.21048608,102
Treg,320,HSF1,1.96797073,260
Treg,320,EPAS1,2.35480598,208
Treg,321,HIF1A,5.20419965,23
Treg,321,NFKB1,6.70403536,7
Treg,321,STAT3,6.18083999,8
Treg,321,CREB1,4.88253689,29
Treg,321,ATF3,3.41392381,96
Treg,321,REL,3.52397853,91
Treg,321,HSF1,3.56772702,87
Treg,321,EPAS1,2.33373592,200
Treg,322,HIF1A,5.08018048,21
Treg,322,NFKB1,6.17061469,10
Treg,322,STAT3,6.14729232,11
Treg,322,CREB1,4.3201567,47
Treg,322,ATF3,2.83338764,154
Treg,322,REL,0.946945404,385
Treg,322,HSF1,1.48023414,320
Treg,322,EPAS1,3.60314928,84
Treg,323,HIF1A,5.67952828,12
Treg,323,NFKB1,6.81807495,6
Treg,323,STAT3,7.04504693,4
Treg,323,CREB1,4.74587979,25
Treg,323,ATF3,-0.880274868,548
Treg,323,REL,3.62540217,89
Treg,323,HSF1,3.23348695,120
Treg,323,EPAS1,2.67601584,159
Treg,324,HIF1A,4.92900981,25
Treg,324,NFKB1,6.2744539,9
Treg,324,STAT3,3.08423149,126
Treg,324,CREB1,4.88555854,27
Treg,324,ATF3,1.02653914,364
Treg,324,REL,3.8985658500000002,60
Treg,324,HSF1,1.32648583,321
Treg,324,EPAS1,2.08243086,221
Treg,325,HIF1A,5.82323912,12
Treg,325,NFKB1,6.71145886,5
Treg,325,STAT3,2.45659558,201
Treg,325,CREB1,4.03124772,65
Treg,325,ATF3,2.03664532,243
Treg,325,REL,1.13057012,342
Treg,325,HSF1,3.1532621,123
Treg,325,EPAS1,0.894968564,376
Treg,326,HIF1A,5.91307885,12
Treg,326,NFKB1,5.35202269,18
Treg,326,STAT3,2.68017031,160
Treg,326,CREB1,5.25864663,20
Treg,326,ATF3,2.13862434,217
Treg,326,REL,2.37636916,190
Treg,326,HSF1,2.55879494,172
Treg,326,EPAS1,3.28103907,119
Treg,327,HIF1A,6.06273755,10
Treg,327,NFKB1,4.00836139,56
Treg,327,STAT3,1.90789918,258
Treg,327,CREB1,4.95085349,22
Treg,327,ATF3,1.53222369,311
Treg,327,REL,0.977230693,375
Treg,327,HSF1,2.06384975,238
Treg,327,EPAS1,2.75899245,162
Treg,328,HIF1A,5.90757443,11
Treg,328,NFKB1,3.45745122,105
Treg,328,STAT3,5.03883918,24
Treg,328,CREB1,5.74393207,14
Treg,328,ATF3,2.02900502,226
Treg,328,REL,2.22558395,208
Treg,328,HSF1,1.30083897,330
Treg,328,EPAS1,3.51303571,102
Treg,329,HIF1A,4.30460871,52
Treg,329,NFKB1,5.17650885,22
Treg,329,STAT3,5.58163969,13
Treg,329,CREB1,4.57797036,43
Treg,329,ATF3,1.92284588,248
Treg,329,REL,5.02345884,24
Treg,329,HSF1,1.26950365,331
Treg,329,EPAS1,4.67528412,38
Treg,330,HIF1A,5.19558254,21
Treg,330,NFKB1,5.06929536,25
Treg,330,STAT3,6.6503493,5
Treg,330,CREB1,5.76381612,15
Treg,330,ATF3,0.268914783,467
Treg,330,REL,2.01971738,243
Treg,330,HSF1,2.12397096,229
Treg,330,EPAS1,1.26524921,344
Treg,331,HIF1A,5.40601403,15
Treg,331,NFKB1,6.23817338,9
Treg,331,STAT3,5.19696822,22
Treg,331,CREB1,5.23536731,21
Treg,331,ATF3,0.0993918081,476
Treg,331,REL,2.3884441,198
Treg,331,HSF1,4.26335709,52
Treg,331,EPAS1,0.444722281,435
Treg,332,HIF1A,6.96098606,5
Treg,332,NFKB1,6.19704684,8
Treg,332,STAT3,4.6963584,36
Treg,332,CREB1,6.01989596,11
Treg,332,ATF3,0.555794431,430
Treg,332,REL,3.22073626,112
Treg,332,HSF1,4.67668886,38
Treg,332,EPAS1,3.243543,111
Treg,333,HIF1A,5.63853501,18
Treg,333,NFKB1,4.91565631,29
Treg,333,STAT3,4.81702551,33
Treg,333,CREB1,5.07236176,23
Treg,333,ATF3,-0.0719707307,496
Treg,333,REL,4.47253423,40
Treg,333,HSF1,4.23994527,51
Treg,333,EPAS1,6.35905398,10
Treg,334,HIF1A,5.85131352,9
Treg,334,NFKB1,3.56613991,99
Treg,334,STAT3,3.83545426,80
Treg,334,CREB1,5.26790047,23
Treg,334,ATF3,0.952998525,390
Treg,334,REL,3.88382886,77
Treg,334,HSF1,3.25422067,128
Treg,334,EPAS1,3.4402522,108
Treg,335,HIF1A,6.69466991,2
Treg,335,NFKB1,3.35567445,103
Treg,335,STAT3,4.99126879,30
Treg,335,CREB1,5.45772673,17
Treg,335,ATF3,-0.0395412547,490
Treg,335,REL,2.79630979,156
Treg,335,HSF1,2.83039458,154
Treg,335,EPAS1,2.18796412,221
Treg,336,HIF1A,6.93573612,4
Treg,336,NFKB1,4.18122545,54
Treg,336,STAT3,3.18156691,128
Treg,336,CREB1,3.4322703,106
Treg,336,ATF3,1.84783158,263
Treg,336,REL,4.57078908,38
Treg,336,HSF1,1.99879585,248
Treg,336,EPAS1,3.98990506,61
Treg,337,HIF1A,6.21436696,10
Treg,337,NFKB1,5.47418678,18
Treg,337,STAT3,5.82961029,13
Treg,337,CREB1,4.81215592,37
Treg,337,ATF3,3.07820702,123
Treg,337,REL,3.86437685,74
Treg,337,HSF1,0.732742375,411
Treg,337,EPAS1,4.42740866,48
Treg,338,HIF1A,3.81662131,86
Treg,338,NFKB1,7.13463044,4
Treg,338,STAT3,3.81776911,85
Treg,338,CREB1,2.99076797,142
Treg,338,ATF3,1.13550979,367
Treg,338,REL,3.99296207,72
Treg,338,HSF1,3.34120122,117
Treg,338,EPAS1,2.41311059,205
Treg,339,HIF1A,6.33057969,11
Treg,339,NFKB1,6.46441453,9
Treg,339,STAT3,6.54227932,7
Treg,339,CREB1,5.47802289,18
Treg,339,ATF3,-0.378672445,521
Treg,339,REL,2.79615126,164
Treg,339,HSF1,3.74972885,71
Treg,339,EPAS1,3.1753584,115
Treg,340,HIF1A,6.10696046,10
Treg,340,NFKB1,4.65810805,33
Treg,340,STAT3,5.59715639,15
Treg,340,CREB1,6.08910188,11
Treg,340,ATF3,2.79464865,140
Treg,340,REL,5.21485146,22
Treg,340,HSF1,2.59487568,166
Treg,340,EPAS1,2.82904546,132
Treg,341,HIF1A,6.89534468,4
Treg,341,NFKB1,5.80741574,10
Treg,341,STAT3,3.79463907,74
Treg,341,CREB1,5.44975366,21
Treg,341,ATF3,1.00743935,374
Treg,341,REL,1.68020995,270
Treg,341,HSF1,0.742829441,405
Treg,341,EPAS1,1.78562561,248
Treg,342,HIF1A,6.18963079,8
Treg,342,NFKB1,4.90545585,27
Treg,342,STAT3,4.37800069,44
Treg,342,CREB1,6.28149572,7
Treg,342,ATF3,2.68515376,168
Treg,342,REL,4.47274643,37
Treg,342,HSF1,2.28937937,215
Treg,342,EPAS1,3.8090881,73
Treg,343,HIF1A,4.73329373,31
Treg,343,NFKB1,6.09774422,9
Treg,343,STAT3,4.23351171,55
Treg,343,CREB1,7.14007433,6
Treg,343,ATF3,0.973692509,358
Treg,343,REL,3.61393801,82
Treg,343,HSF1,2.2376214,217
Treg,343,EPAS1,2.08810385,231
Treg,344,HIF1A,5.29514879,17
Treg,344,NFKB1,5.14712084,22
Treg,344,STAT3,2.83257013,145
Treg,344,CREB1,6.556546,4
Treg,344,ATF3,0.709995694,402
Treg,344,REL,4.48550515,32
Treg,344,HSF1,2.66543423,164
Treg,344,EPAS1,0.435971546,431
Treg,345,HIF1A,5.22806913,22
Treg,345,NFKB1,6.22452255,9
Treg,345,STAT3,4.35234843,43
Treg,345,CREB1,8.58171887,1
Treg,345,ATF3,0.434043087,451
Treg,345,REL,3.24817324,104
Treg,345,HSF1,5.33414376,17
Treg,345,EPAS1,1.57400422,309
Treg,346,HIF1A,5.40621134,19
Treg,346,NFKB1,8.0125352,2
Treg,346,STAT3,6.56668513,7
Treg,346,CREB1,6.74620647,6
Treg,346,ATF3,0.16175887,472
Treg,346,REL,5.83197237,13
Treg,346,HSF1,3.53033644,92
Treg,346,EPAS1,1.01198726,382
Treg,347,HIF1A,4.409862,43
Treg,347,NFKB1,7.2604115,4
Treg,347,STAT3,6.03698312,13
Treg,347,CREB1,6.1438715,11
Treg,347,ATF3,0.474376033,432
Treg,347,REL,4.76768665,30
Treg,347,HSF1,3.51828713,80
Treg,347,EPAS1,2.19827279,206
Treg,348,HIF1A,5.20484016,24
Treg,348,NFKB1,7.74563844,2
Treg,348,STAT3,6.55610517,9
Treg,348,CREB1,6.64535025,7
Treg,348,ATF3,0.39676063,451
Treg,348,REL,2.54593333,177
Treg,348,HSF1,1.63432386,299
Treg,348,EPAS1,4.37597486,47
Treg,349,HIF1A,5.94965572,10
Treg,349,NFKB1,4.95368925,28
Treg,349,STAT3,4.15547975,51
Treg,349,CREB1,5.96721752,9
Treg,349,ATF3,-0.582021203,535
Treg,349,REL,3.69867269,74
Treg,349,HSF1,1.65842009,294
Treg,349,EPAS1,4.24537739,44
Treg,350,HIF1A,5.04618432,21
Treg,350,NFKB1,4.58505477,33
Treg,350,STAT3,6.19523297,9
Treg,350,CREB1,5.59269922,13
Treg,350,ATF3,2.42209646,181
Treg,350,REL,3.42205482,84
Treg,350,HSF1,3.9221944,56
Treg,350,EPAS1,3.18091665,99
Treg,351,HIF1A,6.04594316,10
Treg,351,NFKB1,5.22916095,22
Treg,351,STAT3,4.21407168,53
Treg,351,CREB1,6.05722531,9
Treg,351,ATF3,1.30767835,334
Treg,351,REL,2.69045492,165
Treg,351,HSF1,2.4738442,187
Treg,351,EPAS1,3.24021073,113
Treg,352,HIF1A,4.40700249,38
Treg,352,NFKB1,5.22634837,21
Treg,352,STAT3,4.0812999,52
Treg,352,CREB1,4.30725944,45
Treg,352,ATF3,0.631234616,427
Treg,352,REL,2.70874829,157
Treg,352,HSF1,1.99801219,243
Treg,352,EPAS1,0.985989763,383
Treg,353,HIF1A,5.40338214,21
Treg,353,NFKB1,3.47121946,95
Treg,353,STAT3,3.82632587,69
Treg,353,CREB1,3.4869158,92
Treg,353,ATF3,2.07488524,244
Treg,353,REL,4.26427477,50
Treg,353,HSF1,5.82022865,11
Treg,353,EPAS1,2.15685463,231
Treg,354,HIF1A,5.70440139,12
Treg,354,NFKB1,4.25927857,48
Treg,354,STAT3,6.56094341,7
Treg,354,CREB1,1.49852068,300
Treg,354,ATF3,1.78525524,269
Treg,354,REL,2.96271306,144
Treg,354,HSF1,4.03746497,56
Treg,354,EPAS1,2.08118582,239
Treg,355,HIF1A,5.99526186,10
Treg,355,NFKB1,3.56260779,79
Treg,355,STAT3,4.96523002,23
Treg,355,CREB1,3.97805333,52
Treg,355,ATF3,0.437832781,438
Treg,355,REL,2.83100658,148
Treg,355,HSF1,2.52678752,180
Treg,355,EPAS1,2.98823826,130
Treg,356,HIF1A,6.64586265,6
Treg,356,NFKB1,6.61462474,8
Treg,356,STAT3,7.39203927,4
Treg,356,CREB1,4.24870046,56
Treg,356,ATF3,3.29668057,113
Treg,356,REL,3.03354017,132
Treg,356,HSF1,1.66299139,281
Treg,356,EPAS1,3.63021073,89
Treg,357,HIF1A,6.16583199,13
Treg,357,NFKB1,5.58749626,19
Treg,357,STAT3,7.03337613,6
Treg,357,CREB1,5.26426119,22
Treg,357,ATF3,1.4528497,333
Treg,357,REL,4.54825712,39
Treg,357,HSF1,2.54795027,198
Treg,357,EPAS1,1.81506361,282
Treg,358,HIF1A,4.47511318,51
Treg,358,NFKB1,6.31705252,10
Treg,358,STAT3,4.06589953,68
Treg,358,CREB1,5.58975859,16
Treg,358,ATF3,2.93436302,135
Treg,358,REL,2.89227064,143
Treg,358,HSF1,1.98247561,250
Treg,358,EPAS1,2.11804247,228
Treg,359,HIF1A,6.78926863,6
Treg,359,NFKB1,5.86580501,12
Treg,359,STAT3,4.73649151,36
Treg,359,CREB1,5.61137291,14
Treg,359,ATF3,0.599777141,408
Treg,359,REL,2.01500612,238
Treg,359,HSF1,6.07334218,11
Treg,359,EPAS1,2.99425653,134
Treg,360,HIF1A,3.07540198,132
Treg,360,NFKB1,5.04374611,17
Treg,360,STAT3,4.36219667,35
Treg,360,CREB1,5.39254302,11
Treg,360,ATF3,1.02231907,352
Treg,360,REL,2.8874747,150
Treg,360,HSF1,4.22302174,43
Treg,360,EPAS1,1.74854079,270
Treg,361,HIF1A,6.24610903,9
Treg,361,NFKB1,5.41383158,17
Treg,361,STAT3,3.09974205,115
Treg,361,CREB1,7.22290502,4
Treg,361,ATF3,0.985556029,359
Treg,361,REL,2.94637728,130
Treg,361,HSF1,2.9713038,127
Treg,361,EPAS1,2.18621115,212
Treg,362,HIF1A,4.9267069,25
Treg,362,NFKB1,4.25133939,52
Treg,362,STAT3,4.69740602,35
Treg,362,CREB1,7.67900403,4
Treg,362,ATF3,-0.0920678072,489
Treg,362,REL,3.82923194,72
Treg,362,HSF1,0.0308804475,475
Treg,362,EPAS1,1.31972384,336
Treg,363,HIF1A,7.8559039,4
Treg,363,NFKB1,3.18878731,115
Treg,363,STAT3,4.23510172,51
Treg,363,CREB1,6.98568619,6
Treg,363,ATF3,1.42190044,306
Treg,363,REL,3.53212852,92
Treg,363,HSF1,2.65072201,157
Treg,363,EPAS1,3.62790315,82
Treg,364,HIF1A,6.18825289,7
Treg,364,NFKB1,5.15902458,25
Treg,364,STAT3,5.35296542,18
Treg,364,CREB1,5.98350731,8
Treg,364,ATF3,-0.784583488,542
Treg,364,REL,4.16062,53
Treg,364,HSF1,0.384664764,434
Treg,364,EPAS1,3.6860704,78
Treg,365,HIF1A,6.50009351,8
Treg,365,NFKB1,5.35562375,22
Treg,365,STAT3,4.36771201,47
Treg,365,CREB1,3.67991832,79
Treg,365,ATF3,0.728907165,414
Treg,365,REL,2.61960239,165
Treg,365,HSF1,0.849224036,396
Treg,365,EPAS1,2.19646476,214
Treg,366,HIF1A,5.85329722,11
Treg,366,NFKB1,4.44429352,36
Treg,366,STAT3,4.15355078,49
Treg,366,CREB1,5.6771658,14
Treg,366,ATF3,0.376417067,465
Treg,366,REL,4.25819719,39
Treg,366,HSF1,0.799460822,411
Treg,366,EPAS1,3.23748325,116
Treg,367,HIF1A,6.80912692,8
Treg,367,NFKB1,4.63099049,40
Treg,367,STAT3,4.79196366,34
Treg,367,CREB1,4.9598814,27
Treg,367,ATF3,2.72040877,162
Treg,367,REL,2.50335582,190
Treg,367,HSF1,-0.711746756,545
Treg,367,EPAS1,1.94983173,247
Treg,368,HIF1A,8.02521374,1
Treg,368,NFKB1,4.71273284,33
Treg,368,STAT3,6.80143919,6
Treg,368,CREB1,5.10544402,22
Treg,368,ATF3,0.528777219,415
Treg,368,REL,2.37726247,188
Treg,368,HSF1,3.08101529,122
Treg,368,EPAS1,1.80837194,258
Treg,369,HIF1A,5.45088153,16
Treg,369,NFKB1,4.20754655,49
Treg,369,STAT3,4.48049134,39
Treg,369,CREB1,5.60650558,12
Treg,369,ATF3,0.644055764,420
Treg,369,REL,2.20539142,223
Treg,369,HSF1,2.23534394,217
Treg,369,EPAS1,1.33174437,329
Treg,370,HIF1A,5.49662729,17
Treg,370,NFKB1,4.47609722,46
Treg,370,STAT3,8.94268441,1
Treg,370,CREB1,6.54951452,9
Treg,370,ATF3,1.79565503,256
Treg,370,REL,5.34291423,23
Treg,370,HSF1,1.90572814,240
Treg,370,EPAS1,5.35805191,21
Treg,371,HIF1A,7.16281255,3
Treg,371,NFKB1,6.47291496,10
Treg,371,STAT3,6.91866904,5
Treg,371,CREB1,7.26216027,2
Treg,371,ATF3,2.47549258,179
Treg,371,REL,1.89430889,266
Treg,371,HSF1,3.65481014,73
Treg,371,EPAS1,1.52389421,321
Treg,372,HIF1A,7.4168187,5
Treg,372,NFKB1,6.23038309,11
Treg,372,STAT3,7.45339893,4
Treg,372,CREB1,5.11423064,21
Treg,372,ATF3,1.15573224,360
Treg,372,REL,1.91387221,255
Treg,372,HSF1,1.75512636,280
Treg,372,EPAS1,2.8046229,139
Treg,373,HIF1A,8.19300841,3
Treg,373,NFKB1,5.13317097,26
Treg,373,STAT3,7.27627027,6
Treg,373,CREB1,4.66531957,33
Treg,373,ATF3,0.0521078256,477
Treg,373,REL,3.42271718,105
Treg,373,HSF1,3.4430251,104
Treg,373,EPAS1,2.05099919,246
Treg,374,HIF1A,7.65696082,3
Treg,374,NFKB1,5.4148295,20
Treg,374,STAT3,6.03307546,11
Treg,374,CREB1,3.75949272,71
Treg,374,ATF3,0.829101936,393
Treg,374,REL,1.9921477,231
Treg,374,HSF1,1.83918892,248
Treg,374,EPAS1,3.09642247,125
Treg,375,HIF1A,7.37507787,5
Treg,375,NFKB1,6.45022565,11
Treg,375,STAT3,6.58648342,10
Treg,375,CREB1,4.48314012,34
Treg,375,ATF3,2.81662548,132
Treg,375,REL,1.13462606,347
Treg,375,HSF1,4.045642,53
Treg,375,EPAS1,2.66625497,148
Treg,376,HIF1A,6.22420169,12
Treg,376,NFKB1,6.71766506,6
Treg,376,STAT3,4.52633391,41
Treg,376,CREB1,4.8298872,28
Treg,376,ATF3,3.77829657,72
Treg,376,REL,2.24785266,215
Treg,376,HSF1,3.48853876,84
Treg,376,EPAS1,3.43737634,89
Treg,377,HIF1A,4.48659449,32
Treg,377,NFKB1,5.71657938,13
Treg,377,STAT3,3.71467417,69
Treg,377,CREB1,4.31638464,37
Treg,377,ATF3,1.68882929,284
Treg,377,REL,3.56298757,79
Treg,377,HSF1,3.7712881,64
Treg,377,EPAS1,3.30566742,97
Treg,378,HIF1A,5.7631243,13
Treg,378,NFKB1,5.70450378,14
Treg,378,STAT3,6.27530223,8
Treg,378,CREB1,6.31988878,7
Treg,378,ATF3,0.720295657,412
Treg,378,REL,4.22455103,58
Treg,378,HSF1,1.74654606,283
Treg,378,EPAS1,3.0536342,139
Treg,379,HIF1A,4.27700466,39
Treg,379,NFKB1,5.64754717,11
Treg,379,STAT3,3.54883121,77
Treg,379,CREB1,5.39430482,18
Treg,379,ATF3,2.3675772,204
Treg,379,REL,5.42064586,16
Treg,379,HSF1,2.46438774,193
Treg,379,EPAS1,1.49854158,308
Treg,380,HIF1A,3.8545323,67
Treg,380,NFKB1,6.7058869,6
Treg,380,STAT3,5.32133916,16
Treg,380,CREB1,5.48414495,14
Treg,380,ATF3,2.19520111,219
Treg,380,REL,2.18233034,221
Treg,380,HSF1,2.33351929,206
Treg,380,EPAS1,2.24685907,214
Treg,381,HIF1A,3.6868476,77
Treg,381,NFKB1,6.9058279,6
Treg,381,STAT3,5.46492516,16
Treg,381,CREB1,4.4859879,41
Treg,381,ATF3,2.51844189,189
Treg,381,REL,2.70139077,163
Treg,381,HSF1,3.19907318,119
Treg,381,EPAS1,1.32082435,345
Treg,382,HIF1A,4.39020959,48
Treg,382,NFKB1,6.28625015,8
Treg,382,STAT3,6.34553368,7
Treg,382,CREB1,5.27460901,20
Treg,382,ATF3,4.77006678,32
Treg,382,REL,3.47603681,90
Treg,382,HSF1,4.07588943,61
Treg,382,EPAS1,1.24773457,336
Treg,383,HIF1A,5.04421983,24
Treg,383,NFKB1,6.20276941,11
Treg,383,STAT3,6.23460533,9
Treg,383,CREB1,4.33224962,44
Treg,383,ATF3,1.87519163,243
Treg,383,REL,3.15222381,123
Treg,383,HSF1,3.61261401,79
Treg,383,EPAS1,4.04998247,58
Treg,384,HIF1A,4.09100836,59
Treg,384,NFKB1,7.27192995,3
Treg,384,STAT3,3.90465835,63
Treg,384,CREB1,4.28230502,49
Treg,384,ATF3,0.335577777,455
Treg,384,REL,5.03473318,21
Treg,384,HSF1,3.283187,99
Treg,384,EPAS1,3.42983149,88
Treg,385,HIF1A,3.16308772,111
Treg,385,NFKB1,7.4440049,4
Treg,385,STAT3,5.02262845,25
Treg,385,CREB1,6.09968503,13
Treg,385,ATF3,3.09154551,119
Treg,385,REL,3.04073614,124
Treg,385,HSF1,4.94699651,28
Treg,385,EPAS1,4.31442235,45
Treg,386,HIF1A,3.20144533,125
Treg,386,NFKB1,7.62140758,2
Treg,386,STAT3,6.85627065,6
Treg,386,CREB1,6.93333447,5
Treg,386,ATF3,0.69908395,398
Treg,386,REL,3.07516912,136
Treg,386,HSF1,4.90719173,35
Treg,386,EPAS1,3.08396895,133
Treg,387,HIF1A,3.56782651,83
Treg,387,NFKB1,5.67045805,11
Treg,387,STAT3,5.51477457,16
Treg,387,CREB1,6.220825,7
Treg,387,ATF3,2.76391574,159
Treg,387,REL,5.53233187,15
Treg,387,HSF1,1.26168657,344
Treg,387,EPAS1,3.14545155,127
Treg,388,HIF1A,5.92762856,13
Treg,388,NFKB1,6.68519325,3
Treg,388,STAT3,4.88576995,31
Treg,388,CREB1,6.72809647,2
Treg,388,ATF3,1.6019273,315
Treg,388,REL,2.9372636,138
Treg,388,HSF1,5.18673176,26
Treg,388,EPAS1,1.70235229,295
